procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,grain_raw,grain_clean,vendor_raw,vendor_clean,quantity_raw,unit_raw,quantity_kg,unit_clean,conversion_method,unit_inferred_flag,cost_raw,total_cost_numeric,cost_per_kg,payment_status_raw,payment_status_clean
MDM001001,2025-02-04,SCH0043,Kumar Enterprises,Oil,23000,grams,2760.0,Paid,SCH0043,SCH0043,False,02/04/2025,2025-02-04,DASH_MM_DD_AMBIGUOUS,True,False,Cooking Oil,Oil,Kumar & Co.,Kumar Enterprises,23000,grams,23.0,KG,GRAMS_TO_KG,False,"Rs. 2,760",2760.0,120.0,Paid,Paid
MDM007762,2025-06-30,SCH0235,Kumar Enterprises,Rice,41.7,KG,1668.0,Paid,SCH0235,SCH0235,False,06-30-2025,2025-06-30,DASH_MM_DD_YYYY,False,False,Rice,Rice,kumar general store,Kumar Enterprises,41.7,KG,41.7,KG,DIRECT,False,1668,1668.0,40.0,Cleared,Paid
MDM003554,2025-05-28,SCH0479,Sharma Traders,Oil,35600,g,4272.0,Pending,SCH0479,SCH0479,False,28.05.2025,2025-05-28,DOT_DD_MM_YYYY,False,False,Oil,Oil,Sharma & Sons,Sharma Traders,35600,g,35.6,KG,GRAMS_TO_KG,False,4272,4272.0,120.0,Pending,Pending
MDM004115,2026-01-08,SCH0002,Kumar Enterprises,Wheat,0.446,Bori,669.0,Pending,SCH0002,SCH0002,False,08.01.2026,2026-01-08,DOT_DD_MM_AMBIGUOUS,True,False,Atta,Wheat,kumar general store,Kumar Enterprises,0.446,Bori,22.3,KG,BAGS_50KG_TO_KG,False,669,669.0,30.0,PENDING,Pending
MDM009830,2025-06-20,SCH0128,Singh Agro Group,Wheat,,,975.0,Pending,SCH0128,SCH0128,False,20.06.2025,2025-06-20,DOT_DD_MM_YYYY,False,False,gehun,Wheat,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,Rs. 975,975.0,,Pending,Pending
MDM001668,2025-05-29,SCH0121,Kumar Enterprises,Pulses,,,1980.0,Pending,SCH0121,SCH0121,False,2025/05/29,2025-05-29,ISO_FORMAT,False,False,dal,Pulses,kumar general store,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"₹1,980",1980.0,,Due,Pending
MDM003174,2026-03-29,SCH0068,Singh Agro Group,Oil,,,1524.0,Pending,SCH0068,SCH0068,False,29/03/2026,2026-03-29,DASH_DD_MM_YYYY,False,False,Cooking Oil,Oil,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1524,1524.0,,Due,Pending
MDM009540,2025-05-31,SCH0196,Singh Agro Group,Pulses,14.5 kg,,1305.0,Paid,SCH0196,SCH0196,False,31/05/2025,2025-05-31,DASH_DD_MM_YYYY,False,False,Pulses,Pulses,S. Agro Works,Singh Agro Group,14.5 kg,,14.5,KG,DIRECT,False,"1,305/-",1305.0,90.0,paid,Paid
MDM011611,2026-01-17,SCH0332,Goyal Mills,Oil,38.4 kg,,4608.0,Pending,SCH0332,SCH0332,False,01-17-2026,2026-01-17,DASH_MM_DD_YYYY,False,False,Mustard Oil,Oil,goyal mill,Goyal Mills,38.4 kg,,38.4,KG,DIRECT,False,4608,4608.0,120.0,Pending,Pending
MDM000489,2026-02-14,SCH0335,Sharma Traders,Wheat,0.368,Sacks,552.0,Unknown,SCH0335,SCH0335,False,14.02.2026,2026-02-14,DOT_DD_MM_YYYY,False,False,Gehun,Wheat,sharma traders pvt ltd,Sharma Traders,0.368,Sacks,18.4,KG,BAGS_50KG_TO_KG,False,552,552.0,30.000000000000004,,Unknown
MDM003231,2025-10-07,SCH0553,Kumar Enterprises,Pulses,32.7,KGS,2943.0,Paid,SCH0553,SCH0553,False,07-Oct-2025,2025-10-07,TEXT_MONTH,False,False,Lentils,Pulses,Kumar Supplies,Kumar Enterprises,32.7,KGS,32.7,KG,DIRECT,False,"₹2,943",2943.0,89.99999999999999,Cleared,Paid
MDM003829,2025-07-06,SCH0219,Goyal Mills,Rice,18.3 kg,,732.0,Pending,SCH0219,SCH0219,False,07/06/2025,2025-07-06,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,goyal mill,Goyal Mills,18.3 kg,,18.3,KG,DIRECT,False,732,732.0,40.0,PENDING,Pending
MDM010689,2025-11-18,SCH0256,Sharma Traders,Wheat,47.9 kg,,1437.0,Unknown,SCH-0256,SCH0256,True,18-Nov-2025,2025-11-18,TEXT_MONTH,False,False,Atta,Wheat,sharma traders pvt ltd,Sharma Traders,47.9 kg,,47.9,KG,DIRECT,False,1437,1437.0,30.0,,Unknown
MDM005209,2025-03-11,SCH0015,Sharma Traders,Rice,18.3 kg,,732.0,Unknown,SCH-0015,SCH0015,True,03/11/2025,2025-03-11,DASH_MM_DD_AMBIGUOUS,True,False,Chawal,Rice,Sharma Traders,Sharma Traders,18.3 kg,,18.3,KG,DIRECT,False,732,732.0,40.0,,Unknown
MDM007849,2025-04-19,SCH0237,Singh Agro Group,Wheat,,,1146.0,Unknown,sch_0237,SCH0237,True,19-Apr-2025,2025-04-19,TEXT_MONTH,False,False,Atta,Wheat,S. Agro Works,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1146,1146.0,,,Unknown
MDM005705,2026-01-21,SCH0294,Sharma Traders,Rice,11400,g,456.0,Paid,SCH0294,SCH0294,False,01-21-2026,2026-01-21,DASH_MM_DD_YYYY,False,False,RICE,Rice,Sharma & Sons,Sharma Traders,11400,g,11.4,KG,GRAMS_TO_KG,False,456,456.0,40.0,Paid,Paid
MDM011917,2025-07-14,SCH0063,Kumar Enterprises,Rice,26.3,kg,1052.0,Pending,SCH0063,SCH0063,False,2025-07-14,2025-07-14,ISO_FORMAT,False,False,chawal,Rice,Kumar Supplies,Kumar Enterprises,26.3,kg,26.3,KG,DIRECT,False,1052,1052.0,40.0,Due,Pending
MDM008134,2025-08-24,SCH0500,Kumar Enterprises,Pulses,19.2 kg,,1728.0,Paid,0500,SCH0500,True,24/08/2025,2025-08-24,DASH_DD_MM_YYYY,False,False,Pulses,Pulses,Kumar Supplies,Kumar Enterprises,19.2 kg,,19.2,KG,DIRECT,False,1728,1728.0,90.0,paid,Paid
MDM000704,2025-12-14,SCH0494,Singh Agro Group,Pulses,0.218,Sacks,981.0,Paid,SCH0494,SCH0494,False,2025/12/14,2025-12-14,ISO_FORMAT,False,False,dal,Pulses,S. Agro Works,Singh Agro Group,0.218,Sacks,10.9,KG,BAGS_50KG_TO_KG,False,Rs. 981,981.0,90.0,paid,Paid
MDM005106,2025-08-02,SCH0239,Kumar Enterprises,Pulses,58.3 kg,,5247.0,Paid,SCH0239,SCH0239,False,02-Aug-2025,2025-08-02,TEXT_MONTH,False,False,Lentils,Pulses,Kumar & Co.,Kumar Enterprises,58.3 kg,,58.3,KG,DIRECT,False,"5,247/-",5247.0,90.0,Cleared,Paid
MDM010984,2025-06-17,SCH0455,Kumar Enterprises,Wheat,44.1,KG,1323.0,Paid,SCH0455,SCH0455,False,17/06/2025,2025-06-17,DASH_DD_MM_YYYY,False,False,gehun,Wheat,Kumar Supplies,Kumar Enterprises,44.1,KG,44.1,KG,DIRECT,False,1323,1323.0,30.0,paid,Paid
MDM003292,2026-01-21,SCH0598,Goyal Mills,Oil,18.1,KG,2172.0,Pending,sch0598,SCH0598,True,21.01.2026,2026-01-21,DOT_DD_MM_YYYY,False,False,Cooking Oil,Oil,goyal mill,Goyal Mills,18.1,KG,18.1,KG,DIRECT,False,"2,172/-",2172.0,119.99999999999999,Pending,Pending
MDM008126,2025-12-19,SCH0195,Sharma Traders,Oil,19.9 kg,,2388.0,Pending,SCH-0195,SCH0195,True,2025-12-19,2025-12-19,ISO_FORMAT,False,False,Oil,Oil,Sharma Traders,Sharma Traders,19.9 kg,,19.9,KG,DIRECT,False,2388,2388.0,120.00000000000001,Due,Pending
MDM009520,2025-10-09,SCH0017,Kumar Enterprises,Oil,21.5 kg,,2580.0,Pending,sch0017,SCH0017,True,10/09/2025,2025-10-09,DASH_MM_DD_AMBIGUOUS,True,False,Cooking Oil,Oil,Kumar & Co.,Kumar Enterprises,21.5 kg,,21.5,KG,DIRECT,False,"Rs. 2,580",2580.0,120.0,Pending,Pending
MDM011906,2025-07-16,SCH0175,Kumar Enterprises,Wheat,,,,Paid,SCH0175,SCH0175,False,2025/07/16,2025-07-16,ISO_FORMAT,False,False,WHEAT,Wheat,kumar general store,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,,,,paid,Paid
MDM011133,2025-06-28,SCH0111,Kumar Enterprises,Wheat,1.14,Bori,1710.0,Paid,sch_0111,SCH0111,True,2025-06-28,2025-06-28,ISO_FORMAT,False,False,Gehun,Wheat,Kumar Supplies,Kumar Enterprises,1.14,Bori,56.99999999999999,KG,BAGS_50KG_TO_KG,False,"Rs. 1,710",1710.0,30.000000000000004,paid,Paid
MDM004910,2025-04-21,SCH0206,Kumar Enterprises,Oil,22.4 kg,,2688.0,Pending,SCH0206,SCH0206,False,21.04.2025,2025-04-21,DOT_DD_MM_YYYY,False,False,Cooking Oil,Oil,Kumar Supplies,Kumar Enterprises,22.4 kg,,22.4,KG,DIRECT,False,2688,2688.0,120.00000000000001,Pending,Pending
MDM004441,2026-03-21,SCH0111,Kumar Enterprises,Rice,,,1560.0,Paid,SCH0111,SCH0111,False,2026-03-21,2026-03-21,ISO_FORMAT,False,False,chawal,Rice,kumar general store,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"₹1,560",1560.0,,Paid,Paid
MDM011239,2025-12-19,SCH0229,Sharma Traders,Rice,,,2012.0,Paid,SCH0229,SCH0229,False,2025-12-19,2025-12-19,ISO_FORMAT,False,False,chawal,Rice,Sharma Traders,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"₹2,012",2012.0,,paid,Paid
MDM000987,2026-03-31,SCH0063,Sharma Traders,Pulses,49.5 kg,,4455.0,Paid,SCH0063,SCH0063,False,31-Mar-2026,2026-03-31,TEXT_MONTH,False,False,dal,Pulses,Sharma & Sons,Sharma Traders,49.5 kg,,49.5,KG,DIRECT,False,"4,455/-",4455.0,90.0,paid,Paid
MDM011407,2026-03-10,SCH0195,Sharma Traders,Rice,30,Kgs,1200.0,Unknown,S0195,SCH0195,True,2026/03/10,2026-03-10,ISO_FORMAT,False,False,Rice,Rice,Sharma & Sons,Sharma Traders,30,Kgs,30.0,KG,DIRECT,False,"₹1,200",1200.0,40.0,,Unknown
MDM011688,2025-05-15,SCH0001,Sharma Traders,Rice,47.7,Kgs,1908.0,Paid,SCH0001,SCH0001,False,2025-05-15,2025-05-15,ISO_FORMAT,False,False,RICE,Rice,sharma traders pvt ltd,Sharma Traders,47.7,Kgs,47.7,KG,DIRECT,False,1908,1908.0,40.0,paid,Paid
MDM007706,2025-08-25,SCH0038,Singh Agro Group,Pulses,22.9,KGS,2061.0,Paid,SCH0038,SCH0038,False,08-25-2025,2025-08-25,DASH_MM_DD_YYYY,False,False,Dal,Pulses,S. Agro Works,Singh Agro Group,22.9,KGS,22.9,KG,DIRECT,False,2061,2061.0,90.0,Cleared,Paid
MDM006258,2025-09-02,SCH0420,Goyal Mills,Wheat,0.242,Sacks,,Paid,sch_0420,SCH0420,True,02-Sep-2025,2025-09-02,TEXT_MONTH,False,False,Atta,Wheat,goyal mill,Goyal Mills,0.242,Sacks,12.1,KG,BAGS_50KG_TO_KG,False,,,,Cleared,Paid
MDM006090,2026-02-13,SCH0339,Goyal Mills,Wheat,12.7,KG,381.0,Paid,sch_0339,SCH0339,True,2026-02-13,2026-02-13,ISO_FORMAT,False,False,Atta,Wheat,Goyal Enterprises,Goyal Mills,12.7,KG,12.7,KG,DIRECT,False,₹381,381.0,30.0,Paid,Paid
MDM005239,2025-04-16,SCH0132,Singh Agro Group,Wheat,58.0 kg,,1740.0,Unknown,sch_0132,SCH0132,True,16/04/2025,2025-04-16,DASH_DD_MM_YYYY,False,False,Atta,Wheat,S. Agro Works,Singh Agro Group,58.0 kg,,58.0,KG,DIRECT,False,"₹1,740",1740.0,30.0,,Unknown
MDM001199,2026-01-13,SCH0518,Kumar Enterprises,Wheat,40.2 kg,,1206.0,Pending,sch_0518,SCH0518,True,2026-01-13,2026-01-13,ISO_FORMAT,False,False,WHEAT,Wheat,Kumar & Co.,Kumar Enterprises,40.2 kg,,40.2,KG,DIRECT,False,"Rs. 1,206",1206.0,29.999999999999996,PENDING,Pending
MDM009711,2025-07-13,SCH0447,Goyal Mills,Rice,,,560.0,Pending,SCH0447,SCH0447,False,13-Jul-2025,2025-07-13,TEXT_MONTH,False,False,chawal,Rice,goyal mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,560,560.0,,Due,Pending
MDM011196,2025-07-04,SCH0137,Singh Agro Group,Wheat,34.2,KGS,1026.0,Paid,S0137,SCH0137,True,07/04/2025,2025-07-04,DASH_MM_DD_AMBIGUOUS,True,False,Atta,Wheat,S. Agro Works,Singh Agro Group,34.2,KGS,34.2,KG,DIRECT,False,1026,1026.0,29.999999999999996,paid,Paid
MDM007520,2025-08-02,SCH0530,Sharma Traders,Rice,48900,grams,1956.0,Pending,S0530,SCH0530,True,2025-08-02,2025-08-02,ISO_FORMAT,False,False,RICE,Rice,Sharma Traders,Sharma Traders,48900,grams,48.9,KG,GRAMS_TO_KG,False,"Rs. 1,956",1956.0,40.0,Due,Pending
MDM006813,2026-06-01,SCH0507,Goyal Mills,Rice,33.4 kg,,1336.0,Pending,S0507,SCH0507,True,06/01/2026,2026-06-01,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,Goyal Enterprises,Goyal Mills,33.4 kg,,33.4,KG,DIRECT,False,"Rs. 1,336",1336.0,40.0,PENDING,Pending
MDM009992,2025-07-09,SCH0036,Goyal Mills,Oil,22,KGS,,Paid,sch_0036,SCH0036,True,07/09/2025,2025-07-09,DASH_MM_DD_AMBIGUOUS,True,False,Oil,Oil,Goyal Enterprises,Goyal Mills,22,KGS,22.0,KG,DIRECT,False,,,,paid,Paid
MDM009207,2025-07-15,SCH0410,Goyal Mills,Rice,27800,grams,1112.0,Paid,SCH-0410,SCH0410,True,2025/07/15,2025-07-15,ISO_FORMAT,False,False,Rice,Rice,Goyal Enterprises,Goyal Mills,27800,grams,27.8,KG,GRAMS_TO_KG,False,1112,1112.0,40.0,paid,Paid
MDM008321,2026-03-01,SCH0337,Sharma Traders,Oil,,,3000.0,Paid,SCH0337,SCH0337,False,01.03.2026,2026-03-01,DOT_DD_MM_AMBIGUOUS,True,False,Sarson Tel,Oil,Sharma & Sons,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 3,000",3000.0,,paid,Paid
MDM009557,2025-11-13,SCH0480,Kumar Enterprises,Oil,51.3,Kgs,6156.0,Unknown,SCH0480,SCH0480,False,2025/11/13,2025-11-13,ISO_FORMAT,False,False,Sarson Tel,Oil,kumar general store,Kumar Enterprises,51.3,Kgs,51.3,KG,DIRECT,False,"Rs. 6,156",6156.0,120.0,,Unknown
MDM010226,2025-05-10,SCH0596,Goyal Mills,Rice,,,2268.0,Paid,0596,SCH0596,True,05-10-2025,2025-05-10,DASH_MM_DD_AMBIGUOUS,True,False,chawal,Rice,Goyal Enterprises,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,2268,2268.0,,Cleared,Paid
MDM007176,2025-06-03,SCH0077,Singh Agro Group,Pulses,0.542,Bags,2439.0,Paid,SCH0077,SCH0077,False,03-Jun-2025,2025-06-03,TEXT_MONTH,False,False,Dal,Pulses,Singh Agro,Singh Agro Group,0.542,Bags,27.1,KG,BAGS_50KG_TO_KG,False,2439,2439.0,90.0,Cleared,Paid
MDM004471,2025-12-09,SCH0474,Kumar Enterprises,Oil,33.4 kg,,4008.0,Pending,SCH0474,SCH0474,False,09.12.2025,2025-12-09,DOT_DD_MM_AMBIGUOUS,True,False,Cooking Oil,Oil,kumar general store,Kumar Enterprises,33.4 kg,,33.4,KG,DIRECT,False,"Rs. 4,008",4008.0,120.0,PENDING,Pending
MDM000892,2025-06-25,SCH0093,Sharma Traders,Wheat,0.8,50kg Bags,1200.0,Unknown,SCH0093,SCH0093,False,25/06/2025,2025-06-25,DASH_DD_MM_YYYY,False,False,Gehun,Wheat,sharma traders pvt ltd,Sharma Traders,0.8,50kg Bags,40.0,KG,BAGS_50KG_TO_KG,False,1200,1200.0,30.0,,Unknown
MDM001970,2025-06-08,SCH0411,Singh Agro Group,Rice,11.9 kg,,476.0,Paid,sch_0411,SCH0411,True,06/08/2025,2025-06-08,DASH_MM_DD_AMBIGUOUS,True,False,chawal,Rice,Singh Agro,Singh Agro Group,11.9 kg,,11.9,KG,DIRECT,False,476,476.0,40.0,Cleared,Paid
MDM005758,2025-10-12,SCH0500,Sharma Traders,Pulses,51900,Grams,,Paid,SCH0500,SCH0500,False,10-12-2025,2025-10-12,DASH_MM_DD_AMBIGUOUS,True,False,Pulses,Pulses,sharma traders pvt ltd,Sharma Traders,51900,Grams,51.9,KG,GRAMS_TO_KG,False,,,,Paid,Paid
MDM006528,2025-11-15,SCH0444,Singh Agro Group,Wheat,31.9,KG,957.0,Paid,SCH0444,SCH0444,False,15.11.2025,2025-11-15,DOT_DD_MM_YYYY,False,False,Gehun,Wheat,S. Agro Works,Singh Agro Group,31.9,KG,31.9,KG,DIRECT,False,957,957.0,30.0,Cleared,Paid
MDM006295,2026-02-25,SCH0297,Sharma Traders,Wheat,14.6,KGS,438.0,Paid,S0297,SCH0297,True,25.02.2026,2026-02-25,DOT_DD_MM_YYYY,False,False,Atta,Wheat,Sharma & Sons,Sharma Traders,14.6,KGS,14.6,KG,DIRECT,False,438,438.0,30.0,Cleared,Paid
MDM007596,2025-11-04,SCH0448,Singh Agro Group,Wheat,37.3 kg,,1119.0,Pending,SCH0448,SCH0448,False,2025/11/04,2025-11-04,ISO_FORMAT,False,False,WHEAT,Wheat,Singh Agro,Singh Agro Group,37.3 kg,,37.3,KG,DIRECT,False,"1,119/-",1119.0,30.000000000000004,PENDING,Pending
MDM009111,2026-02-25,SCH0425,Kumar Enterprises,Oil,0.7879999999999999,50kg Bags,4728.0,Unknown,SCH0425,SCH0425,False,2026-02-25,2026-02-25,ISO_FORMAT,False,False,Cooking Oil,Oil,Kumar & Co.,Kumar Enterprises,0.7879999999999999,50kg Bags,39.4,KG,BAGS_50KG_TO_KG,False,4728,4728.0,120.0,,Unknown
MDM003250,2025-07-25,SCH0094,Kumar Enterprises,Wheat,43.7,Kgs,1311.0,Pending,SCH0094,SCH0094,False,25-Jul-2025,2025-07-25,TEXT_MONTH,False,False,Gehun,Wheat,kumar general store,Kumar Enterprises,43.7,Kgs,43.7,KG,DIRECT,False,1311,1311.0,29.999999999999996,PENDING,Pending
MDM006571,2025-10-28,SCH0351,Kumar Enterprises,Pulses,52300,Grams,4707.0,Pending,SCH0351,SCH0351,False,2025-10-28,2025-10-28,ISO_FORMAT,False,False,dal,Pulses,Kumar & Co.,Kumar Enterprises,52300,Grams,52.300000000000004,KG,GRAMS_TO_KG,False,4707,4707.0,89.99999999999999,Pending,Pending
MDM006639,2025-07-04,SCH0181,Kumar Enterprises,Rice,,,552.0,Unknown,SCH-0181,SCH0181,True,07/04/2025,2025-07-04,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,Kumar & Co.,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,552,552.0,,,Unknown
MDM007352,2025-08-26,SCH0188,Singh Agro Group,Rice,47.2 kg,,1888.0,Paid,sch0188,SCH0188,True,08-26-2025,2025-08-26,DASH_MM_DD_YYYY,False,False,Chawal,Rice,Singh Agro,Singh Agro Group,47.2 kg,,47.2,KG,DIRECT,False,"₹1,888",1888.0,40.0,Cleared,Paid
MDM011326,2026-01-12,SCH0270,Kumar Enterprises,Wheat,1.156,50kg Bags,1734.0,Unknown,sch0270,SCH0270,True,2026/01/12,2026-01-12,ISO_FORMAT,False,False,Atta,Wheat,Kumar Supplies,Kumar Enterprises,1.156,50kg Bags,57.8,KG,BAGS_50KG_TO_KG,False,1734,1734.0,30.0,,Unknown
MDM009401,2026-01-31,SCH0080,Singh Agro Group,Wheat,23.8,Kgs,714.0,Paid,0080,SCH0080,True,31.01.2026,2026-01-31,DOT_DD_MM_YYYY,False,False,gehun,Wheat,Singh Agro,Singh Agro Group,23.8,Kgs,23.8,KG,DIRECT,False,714/-,714.0,30.0,paid,Paid
MDM007474,2026-02-28,SCH0462,Goyal Mills,Pulses,,,1188.0,Pending,SCH0462,SCH0462,False,02-28-2026,2026-02-28,DASH_MM_DD_YYYY,False,False,dal,Pulses,Goyal Rice Mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1188,1188.0,,Due,Pending
MDM011374,2026-02-07,SCH0217,Sharma Traders,Rice,,,1792.0,Pending,SCH0217,SCH0217,False,02-07-2026,2026-02-07,DASH_MM_DD_AMBIGUOUS,True,False,RICE,Rice,Sharma & Sons,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1792,1792.0,,Due,Pending
MDM001240,2026-01-13,SCH0004,Sharma Traders,Wheat,,,1704.0,Paid,SCH0004,SCH0004,False,01-13-2026,2026-01-13,DASH_MM_DD_YYYY,False,False,WHEAT,Wheat,Sharma & Sons,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"1,704/-",1704.0,,Paid,Paid
MDM002290,2026-03-19,SCH0270,Goyal Mills,Wheat,35100,g,1053.0,Pending,sch_0270,SCH0270,True,19/03/2026,2026-03-19,DASH_DD_MM_YYYY,False,False,Atta,Wheat,Goyal Rice Mill,Goyal Mills,35100,g,35.1,KG,GRAMS_TO_KG,False,"₹1,053",1053.0,30.0,PENDING,Pending
MDM002741,2026-02-12,SCH0557,Kumar Enterprises,Pulses,,,5328.0,Paid,S0557,SCH0557,True,12-Feb-2026,2026-02-12,TEXT_MONTH,False,False,Pulses,Pulses,Kumar Supplies,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,5328,5328.0,,paid,Paid
MDM008468,2026-02-27,SCH0514,Singh Agro Group,Pulses,23.1,Kgs,2079.0,Pending,SCH0514,SCH0514,False,2026/02/27,2026-02-27,ISO_FORMAT,False,False,dal,Pulses,Singh Agro,Singh Agro Group,23.1,Kgs,23.1,KG,DIRECT,False,"₹2,079",2079.0,90.0,Due,Pending
MDM004586,2026-03-25,SCH0167,Goyal Mills,Pulses,38.8 kg,,3492.0,Unknown,SCH0167,SCH0167,False,25.03.2026,2026-03-25,DOT_DD_MM_YYYY,False,False,Daal,Pulses,goyal mill,Goyal Mills,38.8 kg,,38.8,KG,DIRECT,False,"Rs. 3,492",3492.0,90.0,,Unknown
MDM009228,2025-04-11,SCH0153,Singh Agro Group,Pulses,,,1656.0,Unknown,SCH-0153,SCH0153,True,11-Apr-2025,2025-04-11,TEXT_MONTH,False,False,Pulses,Pulses,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,656",1656.0,,,Unknown
MDM001230,2025-04-25,SCH0341,Sharma Traders,Oil,35.2 kg,,4224.0,Pending,sch_0341,SCH0341,True,25/04/2025,2025-04-25,DASH_DD_MM_YYYY,False,False,Sarson Tel,Oil,Sharma Traders,Sharma Traders,35.2 kg,,35.2,KG,DIRECT,False,"₹4,224",4224.0,119.99999999999999,PENDING,Pending
MDM009201,2026-01-26,SCH0048,Kumar Enterprises,Wheat,28.5 kg,,855.0,Paid,S0048,SCH0048,True,01-26-2026,2026-01-26,DASH_MM_DD_YYYY,False,False,WHEAT,Wheat,Kumar Supplies,Kumar Enterprises,28.5 kg,,28.5,KG,DIRECT,False,855,855.0,30.0,Cleared,Paid
MDM006981,2026-02-10,SCH0049,Goyal Mills,Pulses,52.4,KGS,4716.0,Unknown,SCH0049,SCH0049,False,02-10-2026,2026-02-10,DASH_MM_DD_AMBIGUOUS,True,False,dal,Pulses,goyal mill,Goyal Mills,52.4,KGS,52.4,KG,DIRECT,False,4716,4716.0,90.0,,Unknown
MDM005179,2026-01-13,SCH0150,Singh Agro Group,Rice,39200,g,1568.0,Paid,SCH-0150,SCH0150,True,13.01.2026,2026-01-13,DOT_DD_MM_YYYY,False,False,Chawal,Rice,Singh Brothers,Singh Agro Group,39200,g,39.2,KG,GRAMS_TO_KG,False,1568,1568.0,40.0,Cleared,Paid
MDM004294,2025-04-09,SCH0373,Goyal Mills,Rice,22.8,Kgs,,Paid,SCH0373,SCH0373,False,04/09/2025,2025-04-09,DASH_MM_DD_AMBIGUOUS,True,False,chawal,Rice,goyal mill,Goyal Mills,22.8,Kgs,22.8,KG,DIRECT,False,,,,Paid,Paid
MDM001059,2026-02-27,SCH0428,Singh Agro Group,Wheat,18.6,KGS,558.0,Pending,S0428,SCH0428,True,02-27-2026,2026-02-27,DASH_MM_DD_YYYY,False,False,WHEAT,Wheat,Singh Brothers,Singh Agro Group,18.6,KGS,18.6,KG,DIRECT,False,Rs. 558,558.0,29.999999999999996,Pending,Pending
MDM006263,2026-02-05,SCH0147,Goyal Mills,Oil,18.7,Kgs,2244.0,Unknown,S0147,SCH0147,True,2026/02/05,2026-02-05,ISO_FORMAT,False,False,Mustard Oil,Oil,goyal mill,Goyal Mills,18.7,Kgs,18.7,KG,DIRECT,False,2244,2244.0,120.0,,Unknown
MDM000282,2025-07-11,SCH0059,Singh Agro Group,Oil,,,5268.0,Paid,SCH0059,SCH0059,False,2025/07/11,2025-07-11,ISO_FORMAT,False,False,Oil,Oil,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,5268,5268.0,,Paid,Paid
MDM009236,2025-07-02,SCH0103,Goyal Mills,Wheat,0.8859999999999999,50kg Bags,1329.0,Paid,sch_0103,SCH0103,True,07-02-2025,2025-07-02,DASH_MM_DD_AMBIGUOUS,True,False,Gehun,Wheat,Goyal Enterprises,Goyal Mills,0.8859999999999999,50kg Bags,44.3,KG,BAGS_50KG_TO_KG,False,1329,1329.0,30.000000000000004,Paid,Paid
MDM009509,2025-12-18,SCH0325,Sharma Traders,Rice,30.5,KG,1220.0,Paid,sch_0325,SCH0325,True,18/12/2025,2025-12-18,DASH_DD_MM_YYYY,False,False,Chawal,Rice,Sharma & Sons,Sharma Traders,30.5,KG,30.5,KG,DIRECT,False,1220,1220.0,40.0,paid,Paid
MDM000969,2025-12-09,SCH0554,Goyal Mills,Wheat,28100,Grams,843.0,Unknown,SCH0554,SCH0554,False,09.12.2025,2025-12-09,DOT_DD_MM_AMBIGUOUS,True,False,WHEAT,Wheat,Goyal Enterprises,Goyal Mills,28100,Grams,28.1,KG,GRAMS_TO_KG,False,Rs. 843,843.0,30.0,,Unknown
MDM003954,2025-07-16,SCH0588,Kumar Enterprises,Rice,22.1,KG,884.0,Pending,sch0588,SCH0588,True,07-16-2025,2025-07-16,DASH_MM_DD_YYYY,False,False,Rice,Rice,Kumar Supplies,Kumar Enterprises,22.1,KG,22.1,KG,DIRECT,False,Rs. 884,884.0,40.0,Pending,Pending
MDM001940,2025-07-25,SCH0325,Kumar Enterprises,Pulses,0.33,50kg Bags,1485.0,Pending,0325,SCH0325,True,25-Jul-2025,2025-07-25,TEXT_MONTH,False,False,dal,Pulses,kumar general store,Kumar Enterprises,0.33,50kg Bags,16.5,KG,BAGS_50KG_TO_KG,False,"₹1,485",1485.0,90.0,Due,Pending
