school_id,school_name,district,block,total_enrolled_students,school_type,medium,school_id_raw,school_id_clean,school_id_changed_flag,district_raw,district_clean,block_raw,block_clean
SCH0490,Govt. Middle School Dutta,Ludhiana,Ludhiana-I,86,Secondary,Hindi,SCH0490,SCH0490,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0491,Govt. Primary School Raman,Unknown District,Dhuri,334,Upper Primary,Hindi,SCH0491,SCH0491,False,,Unknown District,Dhuri,Dhuri
SCH0492,Govt. Middle School Dalal,Bathinda,Rampura Phul,99,Secondary,Punjabi,SCH0492,SCH0492,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0493,Govt. Primary School Bhattacharyya,Sangrur,Sunam,427,Higher Secondary,English,SCH0493,SCH0493,False,Sangrur,Sangrur,Sunam,Sunam
SCH0494,Govt. Senior Secondary School Kurian,Amritsar,Tarn Taran,364,Upper Primary,Punjabi,SCH0494,SCH0494,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0495,Govt. Elementary School Sandal,Moga,Moga-I,398,Upper Primary,English,SCH0495,SCH0495,False,Moga,Moga,Moga-I,Moga-I
SCH0496,Govt. Middle School Hayre,Amritsar,Amritsar-Ii,283,Upper Primary,Hindi,SCH0496,SCH0496,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0497,Govt. Senior Secondary School Wali,Sangrur,Sunam,160,Secondary,Hindi,SCH0497,SCH0497,False,Sangrur,Sangrur,Sunam,Sunam
SCH0498,Govt. Elementary School Pillay,Moga,Moga-Ii,438,Primary,Hindi,SCH0498,SCH0498,False,Moga,Moga,Moga-II,Moga-Ii
SCH0499,Govt. Middle School Oak,Ludhiana,Machhiwara,230,Higher Secondary,Hindi,SCH0499,SCH0499,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0500,Govt. Elementary School Kala,Bathinda,Talwandi Sabo,153,Upper Primary,Hindi,SCH0500,SCH0500,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0501,Govt. Primary School Devi,Ludhiana,Doraha,241,Upper Primary,Punjabi,SCH0501,SCH0501,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0502,Govt. Middle School Yogi,Moga,Moga-I,46,Higher Secondary,English,SCH0502,SCH0502,False,Moga,Moga,Moga-I,Moga-I
SCH0503,Govt. Elementary School Lala,Jalandhar,Nakodar,161,Secondary,Punjabi,SCH0503,SCH0503,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0504,Govt. Senior Secondary School Barad,Moga,Bagha Purana,245,Upper Primary,English,SCH0504,SCH0504,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0505,Govt. Primary School Chakraborty,Patiala,Rajpura,235,Upper Primary,Punjabi,SCH0505,SCH0505,False,Patiala,Patiala,Rajpura,Rajpura
SCH0506,Govt. Primary School Parekh,Jalandhar,Nakodar,442,Secondary,Hindi,SCH0506,SCH0506,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0507,Govt. Middle School Gola,Ludhiana,Ludhiana-Ii,170,Primary,English,SCH0507,SCH0507,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0508,Govt. Senior Secondary School Kara,Bathinda,Rampura Phul,50,Secondary,Hindi,SCH0508,SCH0508,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0509,Govt. Elementary School Maharaj,Jalandhar,Nakodar,221,Higher Secondary,Punjabi,SCH0509,SCH0509,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0510,Govt. Middle School Kant,Bathinda,Talwandi Sabo,363,Upper Primary,Hindi,SCH0510,SCH0510,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0511,Govt. Middle School Kuruvilla,Ferozepur,Ferozepur,80,Upper Primary,Hindi,SCH0511,SCH0511,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0512,Govt. Elementary School Chana,Ferozepur,Makhu,267,Secondary,Hindi,SCH0512,SCH0512,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0513,Govt. Primary School Sachdeva,Ludhiana,Ludhiana-Ii,412,Secondary,Punjabi,SCH0513,SCH0513,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0514,Govt. Primary School Mahal,Amritsar,Amritsar-I,72,Higher Secondary,Hindi,SCH0514,SCH0514,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0515,Govt. Elementary School Rattan,Amritsar,Amritsar-I,174,Primary,Hindi,SCH0515,SCH0515,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0516,Govt. Middle School Misra,Bathinda,Talwandi Sabo,360,Upper Primary,English,SCH0516,SCH0516,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0517,Govt. Senior Secondary School Mangat,Sangrur,Dhuri,316,Higher Secondary,Punjabi,SCH0517,SCH0517,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0518,Govt. Elementary School Sibal,Ferozepur,Makhu,217,Upper Primary,Punjabi,SCH0518,SCH0518,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0519,Govt. Elementary School Palan,Unknown District,Maur,195,Upper Primary,Punjabi,SCH0519,SCH0519,False,,Unknown District,Maur,Maur
SCH0520,Govt. Primary School Banerjee,Sangrur,Malerkotla,44,Secondary,Hindi,SCH0520,SCH0520,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0521,Govt. Senior Secondary School Sharaf,Ferozepur,Mamdot,242,Higher Secondary,Punjabi,SCH0521,SCH0521,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0522,Govt. Primary School Lalla,Patiala,Samana,185,Secondary,English,SCH0522,SCH0522,False,Patiala,Patiala,Samana,Samana
SCH0523,Govt. Primary School Hora,Amritsar,Tarn Taran,356,Higher Secondary,Hindi,SCH0523,SCH0523,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0524,Govt. Primary School Sabharwal,Ludhiana,Ludhiana-Ii,92,Upper Primary,Hindi,SCH0524,SCH0524,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0525,Govt. Elementary School Karpe,Ludhiana,Machhiwara,151,Secondary,Punjabi,SCH0525,SCH0525,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0526,Govt. Elementary School Raman,Ludhiana,Unknown Block,81,Upper Primary,Punjabi,SCH0526,SCH0526,False,Ludhiana,Ludhiana,,Unknown Block
SCH0527,Govt. Senior Secondary School Bath,Jalandhar,Jalandhar-Ii,168,Primary,Punjabi,SCH0527,SCH0527,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0528,Govt. Senior Secondary School Sunder,Patiala,Patiala,141,Primary,English,SCH0528,SCH0528,False,Patiala,Patiala,Patiala,Patiala
SCH0529,Govt. Middle School Ganguly,Moga,Moga-Ii,362,Primary,Punjabi,SCH0529,SCH0529,False,Moga,Moga,Moga-II,Moga-Ii
SCH0530,Govt. Middle School Kata,Patiala,Patiala,160,Secondary,Punjabi,SCH0530,SCH0530,False,Patiala,Patiala,Patiala,Patiala
SCH0531,Govt. Senior Secondary School Acharya,Patiala,Patiala,61,Higher Secondary,Punjabi,SCH0531,SCH0531,False,Patiala,Patiala,Patiala,Patiala
SCH0532,Govt. Primary School Sahni,Patiala,Unknown Block,295,Secondary,Hindi,SCH0532,SCH0532,False,patiala,Patiala,,Unknown Block
SCH0533,Govt. Elementary School Tailor,Amritsar,Amritsar-Ii,289,Secondary,Punjabi,SCH0533,SCH0533,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0534,Govt. Elementary School Pau,Ferozepur,Makhu,410,Primary,Hindi,SCH0534,SCH0534,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0535,Govt. Elementary School Viswanathan,Sangrur,Sunam,330,Secondary,Hindi,SCH0535,SCH0535,False,Sangrur,Sangrur,Sunam,Sunam
SCH0536,Govt. Middle School Chandran,Jalandhar,Jalandhar-I,311,Secondary,Hindi,SCH0536,SCH0536,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0537,Govt. Senior Secondary School Jayaraman,Ferozepur,Zira,49,Secondary,Punjabi,SCH0537,SCH0537,False,Ferozepur,Ferozepur,Zira,Zira
SCH0538,Govt. Middle School Wali,Ferozepur,Zira,308,Upper Primary,English,SCH0538,SCH0538,False,Ferozepur,Ferozepur,Zira,Zira
SCH0539,Govt. Senior Secondary School Kalita,Amritsar,Amritsar-I,307,Primary,Punjabi,SCH0539,SCH0539,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0540,Govt. Elementary School Dugal,Patiala,Patiala,288,Primary,Hindi,SCH0540,SCH0540,False,Patiala,Patiala,Patiala,Patiala
SCH0541,Govt. Senior Secondary School Badami,Bathinda,Bathinda,227,Primary,Punjabi,SCH0541,SCH0541,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0542,Govt. Primary School Balasubramanian,Sangrur,Sangrur,224,Higher Secondary,English,SCH0542,SCH0542,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0543,Govt. Primary School Dey,Ludhiana,Ludhiana-I,195,Upper Primary,Hindi,SCH0543,SCH0543,False,ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0544,Govt. Senior Secondary School Khalsa,Ferozepur,Zira,138,Upper Primary,Hindi,SCH0544,SCH0544,False,Ferozepur,Ferozepur,Zira,Zira
SCH0545,Govt. Elementary School Prabhakar,Ferozepur,Ferozepur,432,Secondary,Hindi,SCH0545,SCH0545,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0546,Govt. Elementary School Prabhakar,Jalandhar,Phillaur,298,Upper Primary,English,SCH0546,SCH0546,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0547,Govt. Middle School Lad,Moga,Bagha Purana,251,Higher Secondary,Hindi,SCH0547,SCH0547,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0548,Govt. Elementary School Yohannan,Patiala,Rajpura,432,Secondary,Punjabi,SCH0548,SCH0548,False,Patiala,Patiala,Rajpura,Rajpura
SCH0549,Govt. Middle School Krishnamurthy,Ludhiana,Unknown Block,185,Upper Primary,Hindi,SCH0549,SCH0549,False,Ludhiana,Ludhiana,,Unknown Block
SCH0550,Govt. Senior Secondary School Mittal,Patiala,Unknown Block,51,Secondary,Punjabi,SCH0550,SCH0550,False,Patiala,Patiala,,Unknown Block
SCH0551,Govt. Middle School Tara,Moga,Unknown Block,110,Upper Primary,Punjabi,SCH0551,SCH0551,False,Moga,Moga,,Unknown Block
SCH0552,Govt. Primary School Bhavsar,Patiala,Patiala,410,Higher Secondary,English,SCH0552,SCH0552,False,Patiala,Patiala,Patiala,Patiala
SCH0553,Govt. Elementary School Brar,Ludhiana,Machhiwara,80,Secondary,Punjabi,SCH0553,SCH0553,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0554,Govt. Primary School Din,Patiala,Patiala,364,Higher Secondary,Hindi,SCH0554,SCH0554,False,Patiala,Patiala,Patiala,Patiala
SCH0555,Govt. Elementary School Mukhopadhyay,Jalandhar,Nakodar,297,Upper Primary,Hindi,SCH0555,SCH0555,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0556,Govt. Middle School Dar,Amritsar,Unknown Block,261,Higher Secondary,Hindi,SCH0556,SCH0556,False,Amritsar,Amritsar,,Unknown Block
SCH0557,Govt. Senior Secondary School Raghavan,Ludhiana,Machhiwara,174,Higher Secondary,Punjabi,SCH0557,SCH0557,False,ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0558,Govt. Senior Secondary School Morar,Patiala,Rajpura,242,Upper Primary,English,SCH0558,SCH0558,False,Patiala,Patiala,Rajpura,Rajpura
SCH0559,Govt. Elementary School Bera,Ferozepur,Makhu,390,Primary,English,SCH0559,SCH0559,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0560,Govt. Senior Secondary School Rajagopalan,Patiala,Samana,216,Primary,Hindi,SCH0560,SCH0560,False,Patiala,Patiala,Samana,Samana
SCH0561,Govt. Middle School Mishra,Unknown District,Sunam,265,Upper Primary,Punjabi,SCH0561,SCH0561,False,,Unknown District,Sunam,Sunam
SCH0562,Govt. Middle School Andra,Amritsar,Unknown Block,164,Upper Primary,Punjabi,SCH0562,SCH0562,False,Amritsar,Amritsar,,Unknown Block
SCH0563,Govt. Senior Secondary School Nayak,Unknown District,Talwandi Sabo,281,Upper Primary,Hindi,SCH0563,SCH0563,False,,Unknown District,Talwandi Sabo,Talwandi Sabo
SCH0564,Govt. Primary School Nair,Bathinda,Talwandi Sabo,358,Upper Primary,Hindi,SCH0564,SCH0564,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0565,Govt. Middle School Kibe,Ludhiana,Unknown Block,127,Upper Primary,Punjabi,SCH0565,SCH0565,False,ludhiana,Ludhiana,,Unknown Block
SCH0566,Govt. Primary School Ramachandran,Amritsar,Tarn Taran,378,Secondary,Punjabi,SCH0566,SCH0566,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0567,Govt. Elementary School Sawhney,Patiala,Rajpura,300,Primary,Hindi,SCH0567,SCH0567,False,Patiala,Patiala,Rajpura,Rajpura
SCH0568,Govt. Primary School Zachariah,Amritsar,Unknown Block,141,Higher Secondary,Hindi,SCH0568,SCH0568,False,Amritsar,Amritsar,,Unknown Block
SCH0569,Govt. Middle School Gill,Bathinda,Rampura Phul,290,Upper Primary,English,SCH0569,SCH0569,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0570,Govt. Primary School Padmanabhan,Patiala,Samana,71,Higher Secondary,English,SCH0570,SCH0570,False,Patiala,Patiala,Samana,Samana
SCH0571,Govt. Elementary School Gaba,Patiala,Nabha,214,Upper Primary,Hindi,SCH0571,SCH0571,False,Patiala,Patiala,Nabha,Nabha
SCH0572,Govt. Middle School Dey,Patiala,Rajpura,163,Higher Secondary,Hindi,SCH0572,SCH0572,False,Patiala,Patiala,Rajpura,Rajpura
SCH0573,Govt. Middle School Thakkar,Patiala,Nabha,337,Upper Primary,Hindi,SCH0573,SCH0573,False,Patiala,Patiala,Nabha,Nabha
SCH0574,Govt. Primary School Deep,Jalandhar,Phillaur,434,Upper Primary,Hindi,SCH0574,SCH0574,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0575,Govt. Middle School Nair,Ludhiana,Doraha,251,Secondary,Hindi,SCH0575,SCH0575,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0576,Govt. Senior Secondary School Tripathi,Unknown District,Amritsar-Ii,134,Secondary,Hindi,SCH0576,SCH0576,False,,Unknown District,Amritsar-II,Amritsar-Ii
SCH0577,Govt. Elementary School Magar,Ludhiana,Doraha,80,Higher Secondary,English,SCH0577,SCH0577,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0578,Govt. Primary School Narasimhan,Jalandhar,Phillaur,291,Upper Primary,Punjabi,SCH0578,SCH0578,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0579,Govt. Primary School Puri,Bathinda,Talwandi Sabo,153,Upper Primary,Punjabi,SCH0579,SCH0579,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0580,Govt. Primary School Apte,Sangrur,Malerkotla,274,Higher Secondary,Punjabi,SCH0580,SCH0580,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0581,Govt. Elementary School Srivastava,Moga,Nihal Singh Wala,353,Primary,Punjabi,SCH0581,SCH0581,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0582,Govt. Primary School Tiwari,Unknown District,Rajpura,416,Higher Secondary,Punjabi,SCH0582,SCH0582,False,,Unknown District,Rajpura,Rajpura
SCH0583,Govt. Middle School Dara,Ferozepur,Makhu,436,Higher Secondary,Punjabi,SCH0583,SCH0583,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0584,Govt. Senior Secondary School Sahota,Jalandhar,Phillaur,370,Primary,English,SCH0584,SCH0584,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0585,Govt. Primary School Bala,Sangrur,Sangrur,131,Upper Primary,Hindi,SCH0585,SCH0585,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0586,Govt. Elementary School Tailor,Amritsar,Amritsar-I,98,Secondary,Hindi,SCH0586,SCH0586,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0587,Govt. Senior Secondary School Verma,Jalandhar,Phillaur,321,Upper Primary,Hindi,SCH0587,SCH0587,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0588,Govt. Senior Secondary School Sahota,Jalandhar,Jalandhar-I,254,Higher Secondary,Hindi,SCH0588,SCH0588,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0589,Govt. Elementary School Sarraf,Patiala,Patiala,358,Primary,Punjabi,SCH0589,SCH0589,False,Patiala,Patiala,Patiala,Patiala
SCH0590,Govt. Elementary School Khare,Sangrur,Unknown Block,151,Higher Secondary,Hindi,SCH0590,SCH0590,False,Sangrur,Sangrur,,Unknown Block
SCH0591,Govt. Senior Secondary School Anand,Ludhiana,Unknown Block,320,Upper Primary,English,SCH0591,SCH0591,False,Ludhiana,Ludhiana,,Unknown Block
SCH0592,Govt. Primary School Ray,Ludhiana,Unknown Block,56,Secondary,Punjabi,SCH0592,SCH0592,False,Ludhiana,Ludhiana,,Unknown Block
SCH0593,Govt. Middle School Iyer,Jalandhar,Jalandhar-Ii,384,Upper Primary,Punjabi,SCH0593,SCH0593,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0594,Govt. Primary School Murthy,Bathinda,Rampura Phul,228,Primary,Hindi,SCH0594,SCH0594,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0595,Govt. Primary School Char,Amritsar,Ajnala,208,Upper Primary,Hindi,SCH0595,SCH0595,False,Amritsar,Amritsar,Ajnala,Ajnala
SCH0596,Govt. Middle School Tank,Amritsar,Tarn Taran,410,Secondary,Hindi,SCH0596,SCH0596,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0597,Govt. Senior Secondary School Zacharia,Moga,Moga-Ii,354,Higher Secondary,Hindi,SCH0597,SCH0597,False,Moga,Moga,Moga-II,Moga-Ii
SCH0598,Govt. Primary School Warrior,Bathinda,Maur,40,Higher Secondary,Hindi,SCH0598,SCH0598,False,Bathinda,Bathinda,Maur,Maur
SCH0599,Govt. Senior Secondary School Vala,Ferozepur,Mamdot,63,Upper Primary,English,SCH0599,SCH0599,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0600,Govt. Primary School Sandhu,Amritsar,Ajnala,193,Secondary,English,SCH0600,SCH0600,False,Amritsar,Amritsar,Ajnala,Ajnala
